defined_class	defined_class_label	french_term	definition	definition_source	act_source
GCDE:0045104	public officer	fonctionnaire public	any person in the federal public administration who is authorized by or under an enactment to do or enforce the doing of an act or thing or to exercise a power, or on whom a duty is imposed by or under an enactment;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045105	regulation	règlement	an order, regulation, rule, rule of court, form, tariff of costs or fees, letters patent, commission, warrant, proclamation, by-law, resolution or other instrument issued, made or establisheda in the execution of a power conferred by or under the authority of an Act, orb by or under the authority of the Governor in Council;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045106	repeal	Version anglaise seulement	revoke or cancel.	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045107	bank	loi provinciale	a bank listed in Schedule I or II to the Bank Act;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045108	broadcasting	banque	any radiocommunication in which the transmissions are intended for direct reception by the general public;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045109	Canadian waters	radiodiffusion	the territorial sea of Canada and the internal waters of Canada;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045110	commencement	eaux canadiennes	when used with reference to an enactment, means the time at which the enactment comes into force;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045111	Commonwealth and Dependent Territories	Version anglaise seulement	the several Commonwealth countries and their colonies, possessions, dependencies, protectorates, protected states, condominiums and trust territories;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045112	contravene	Commonwealth et dépendances	fail to comply with;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045113	county	contravention	two or more counties united for purposes to which the enactment relates;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045114	diplomatic or consular officer	comté	an ambassador, envoy, minister, charg  d affaires, counsellor, secretary, attach , consul-general, consul, vice-consul, pro-consul, consular agent, acting consul-general, acting consul, acting vice-consul, acting consular agent, high commissioner, permanent delegate, adviser, acting high commissioner, and acting permanent delegate;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045115	Governor	agent diplomatique ou consulaire	Governor General or Governor of Canada means the Governor General of Canada or other chief executive officer or administrator carrying on the Government of Canada on behalf and in the name of the Sovereign, by whatever title that officer is designated;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045116	Great Seal	gouverneur, gouverneur du Canada ou gouverneur général	the Great Seal of Canada;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045117	Her Majesty	grand sceau	His Majesty, the Queen, the King or the Crown means the Sovereign of the United Kingdom, Canada and Her or His other Realms and Territories, and Head of the Commonwealth;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045118	holiday	Sa Majesté, la Reine, le Roi ou la Couronne	any of the following days, namely, Sunday; New Year s Day; Good Friday; Easter Monday; Christmas Day; the birthday or the day fixed by proclamation for the celebration of the birthday of the reigning Sovereign; Victoria Day; Canada Day; the first Monday in September, designated Labour Day; National Day for Truth and Reconciliation, which is observed on September 30; Remembrance Day; any day appointed by proclamation to be observed as a day of general prayer or mourning or day of public rejoicing or thanksgiving; and any of the following additional days, namely,a in any province, any day appointed by proclamation of the lieutenant governor of the province to be observed as a public holiday or as a day of general prayer or mourning or day of public rejoicing or thanksgiving within the province, and any day that is a non-juridical day by virtue of an Act of the legislature of the province, andb in any city, town, municipality or other organized district, any day appointed to be observed as a civic holiday by resolution of the council or other authority charged with the administration of the civic or municipal affairs of the city, town, municipality or district;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045119	lieutenant governor	jour férié	the lieutenant governor or other chief executive officer or administrator carrying on the government of the province indicated by the enactment, by whatever title that officer is designated, and in Yukon, the Northwest Territories and Nunavut means the Commissioner;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045120	lieutenant governor in council	lieutenant-gouverneur	a the lieutenant governor of the province indicated by the enactment acting by and with the advice of, by and with the advice and consent of, or in conjunction with, the executive council,b in Yukon, the Commissioner of Yukon acting with the consent of the Executive Council of Yukon,c in the Northwest Territories, the Commissioner of the Northwest Territories acting with the consent of the Executive Council of the Northwest Territories, andd in Nunavut, the Commissioner;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045121	local time	lieutenant-gouverneur en conseil	in relation to any place, means the time observed in that place for the regulation of business hours;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045122	month	heure locale	a calendar month;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045123	oath	mois	a solemn affirmation or declaration when the context applies to any person by whom and to any case in which a solemn affirmation or declaration may be made instead of an oath, and in the same cases the expression sworn includes the expression  affirmed  or  declared ;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045124	Parliament	serment	the Parliament of Canada;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045125	person	Parlement	or any word or expression descriptive of a person, includes a corporation;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045126	regular force	personne	the component of the Canadian Forces that is referred to in the National Defence Act as the regular force;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045127	reserve force	force régulière	the component of the Canadian Forces that is referred to in the National Defence Act as the reserve force;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045128	security	force de réserve	sufficient security, and sureties means sufficient sureties, and when those words are used one person is sufficient therefor, unless otherwise expressly required;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045129	standard time	caution ou cautionnement	except as otherwise provided by any proclamation of the Governor in Council that may be issued for the purposes of this definition in relation to any province or territory or any part thereof, meansa in relation to the Province of Newfoundland and Labrador, Newfoundland standard time, being three hours and thirty minutes behind Greenwich time,b in relation to the Provinces of Nova Scotia, New Brunswick and Prince Edward Island, that part of the Province of Quebec lying east of the sixty-third meridian of west longitude, and that part of Nunavut lying east of the sixty-eighth meridian of west longitude, Atlantic standard time, being four hours behind Greenwich time,c in relation to that part of the Province of Quebec lying west of the sixty-third meridian of west longitude, that part of the Province of Ontario lying between the sixty-eighth and the ninetieth meridians of west longitude, Southampton Island and the islands adjacent to Southampton Island, and that part of Nunavut lying between the sixty-eighth and the eighty-fifth meridians of west longitude, eastern standard time, being five hours behind Greenwich time,d in relation to that part of the Province of Ontario lying west of the ninetieth meridian of west longitude, the Province of Manitoba, and that part of Nunavut, except Southampton Island and the islands adjacent to Southampton Island, lying between the eighty-fifth and the one hundred and second meridians of west longitude, central standard time, being six hours behind Greenwich time,e in relation to the Provinces of Saskatchewan and Alberta, the Northwest Territories and that part of Nunavut lying west of the one hundred and second meridian of west longitude, mountain standard time, being seven hours behind Greenwich time,f in relation to the Province of British Columbia, Pacific standard time, being eight hours behind Greenwich time, andg in relation to Yukon, Yukon standard time, being nine hours behind Greenwich time;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045130	statutory declaration	heure normale	a solemn declaration made pursuant to section 41 of the Canada Evidence Act;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
GCDE:0045131	superior court	déclaration solennelle	a in the Province of Newfoundland and Labrador, the Supreme Court,a.1 in the Province of Ontario, the Court of Appeal for Ontario and the Superior Court of Justice,b in the Province of Quebec, the Court of Appeal and the Superior Court in and for the Province,c in the Province of New Brunswick, Manitoba, Saskatchewan or Alberta, the Court of Appeal for the Province and the Court of Queen s Bench for the Province,d in the Provinces of Nova Scotia, British Columbia and Prince Edward Island, the Court of Appeal and the Supreme Court of the Province, ande the Supreme Court of Yukon, the Supreme Court of the Northwest Territories and the Nunavut Court of Justice,and includes the Supreme Court of Canada, the Federal Court of Appeal, the Federal Court and the Tax Court of Canada;	https://laws-lois.justice.gc.ca/eng/acts/I-21/FullText.html	'Interpretation Act: R.S.C.: , 1985, c. I-21'
