ID	Label	Entity Short Form	Tags	Type	SubType	Description	OrgClass	OrgSubType	Portfolio	URL	Source of Entry	Admin Notes	Data Provider	Record Status	Last Modified By	Created	French Entity Full Name	French Short Form	French Description	French URL
GCDE:0000150	Co-Developed Indigenous Community Development National Strategy		Codevelopment, Indigenous, Climate	Policy Instruments	Strategies	The purpose of the Indigenous Community Development National Strategy is to guide Indigenous Services Canada ISC and CrownIndigenous Relations and Northern Affairs Canada CIRNAC in building and investing in effective and sustainable Indigenous communities, government and services.	PT+ FN			https://www.sac-isc.gc.ca/eng/1550512330682/1550512404487	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Stratégie nationale de développement communautaire autochtone		La Stratgie nationale de dveloppement communautaire autochtone a pour but dorienter les travaux de Services aux Autochtones Canada SAC et de Relations CouronneAutochtones et Affaires du Nord Canada RCAANC pour crer des collectivits, un gouvernement et des services efficaces et durables et investir dans ceuxci.	https://www.sac-isc.gc.ca/fra/1550512330682/1550512404487
GCDE:0000152	Co-Developed National Data Strategy (addressing overrepresentation of Indigenous children in care) 		Codevelopment, Indigenous	Policy Instruments	Strategies	The Government of Canada has codeveloped, with Indigenous peoples, provinces and territories, new legislation to reduce the number of Indigenous children and youth in care and improve child and family services.	PT+ FN			https://www.sac-isc.gc.ca/eng/1541187352297/1541187392851	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Réduire le nombre d'enfants autochtones pris en charge		Le gouvernement du Canada a labor, de concert avec les peuples autochtones, les provinces et les territoires, une nouvelle loi visant  rduire le nombre denfants autochtones pris en charge et  amliorer les services  lenfance et  la famille.	https://www.sac-isc.gc.ca/fra/1541187352297/1541187392851
GCDE:0000153	Co-Developed New Fiscal Relationship		Codevelopment, Indigenous	Policy Instruments	Strategies	ISCled, shared vision for a new fiscal relationship with FNs. In 2016 an MOU was signed between ISC and the AFN to develop this report to move forwards in advancing this collaborative work.	PT+ FN				D.Prosser (CIRNAC)	CoDeveloped New Fiscal Relationship  honoring OCAP and Indigenous Data Sovereignty		Legacy	Thom Kearney	6/1/2021				
GCDE:0000154	Co-Developed Outcomes Based Framework - in development 		Codevelopment, Indigenous, Climate	Policy Instruments	Framework	Resulting from the New Fiscal Relationship, ISC is developing in partnership with the Assembly of First Nations, a codeveloped National Outcomes Based Framework. This work is in development.	PT+ FN				D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021				
GCDE:0000148	Co-developing Distinctions-based Indigenous Health Legislation		Codevelopment, Indigenous, Governance	Policy Instruments	Legislation	Together with Indigenous partners and the provinces and territories, we are codeveloping new legislation to improve Indigenous access to highquality, culturally relevant health services.	PT+ FN			https://www.sac-isc.gc.ca/eng/1611843547229/1611844047055	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Élaboration conjointe de dispositions législatives en santé fondées sur les distinctions		En collaboration avec nos partenaires autochtones et les provinces et territoires, nous laborons de nouvelles dispositions lgislatives en sant fondes sur les distinctions visant  faciliter laccs  des services de sant de haute qualit, culturellement adapts.	https://www.sac-isc.gc.ca/fra/1611843547229/1611844047055
GCDE:0000151	Co-Developing Federal Pathway to Address Missing and Murdered Indigenous Women Girls and 2SLGBTQQIA+ People		Codevelopment, Indigenous, D&I	Policy Instruments	Strategies	The Government of Canada has come together to create a plan for departments to support systemic change to address the tragedy of missing and murdered Indigenous women, girls MMIWG and Two Spirit, lesbian, gay, bisexual, transgender, queer, questioning, intersex and asexual 2SLGBTQQIA people. This plan is called the Federal Pathway to Address Missing and Murdered Indigenous Women, Girls and 2SLGBTQQIA People.	PT+ FN			https://www.rcaanc-cirnac.gc.ca/eng/1607207513882/1607207535679	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	La voie fédérale concernant les femmes, les filles et les personnes 2ELGBTQQIA+ autochtones disparues et assassinées		Le gouvernement du Canada sest uni pour crer un plan  lintention des ministres afin dappuyer les changements systmiques visant  mettre fin  la tragdie des femmes et des filles autochtones disparues et assassines et des personnes bispirituelles, lesbiennes, gaies, bisexuelles, transgenres, queer, en questionnement, intersexuees et asexuelles 2ELGBTQQIA. Ce plan sintitule « La voie fdrale concernant les femmes, les filles et les personnes 2ELGBTQQIA autochtones disparues et assassines ».  La voie fdrale est un lment cl du plan daction national plus vaste, Plan daction national 2021 pour les femmes, les filles et les personnes 2ELGBTQQIA autochtones disparues et assassines  Mettre fin  la violence faite aux femmes, aux filles et aux personnes 2ELGBTQQIA autochtones.	https://www.rcaanc-cirnac.gc.ca/fra/1607207513882/1607207535679
GCDE:0004724	Coding for Veterans 		DataTalent	Programs and Services	Programs	Coding for Veterans helps Canadas military veterans to retrain and reskill for jobs in Canadas tech sector. If there is a secret sauce, its our personal approach. We help Canadas war heroes to retrain in one of two programs 1 Software Development 2 Cyber Security.	Government of Canada			https://www.codingforveterans.com/				Legacy	Thom Kearney	3/23/2022				
GCDE:0001871	Collective Bargaining and Data Management		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0005364	Common HR Process Maps		HR, DigitalTalent	Policy Instruments		Detailed maps aslo available at httpschrbppocrh.tbssct.gc.cahomeeng.aspx	GC Interdepartmental			https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf https://chrbp-pocrh.tbs-sct.gc.ca/pdfs/Process%201.0%20Map.pdf 				Essential data complete	Thom Kearney	1/24/2023				
GCDE:0005362	Common Human Resources Business Process (CHRBP)		HR, DigitalTalent	Projects and Initiatives		The Common Human Resources Business Process CHRBP is the standard for human resources service delivery across the Government of Canada.  The Common Human Resources Business Process is the result of an extensive collaboration with hundreds of Subject Matter Experts, across the Public Service, who defined a common way of delivering human resources services. View the underlying benefits of this comprehensive blueprint.	GC Interdepartmental			https://chrbp-pocrh.tbs-sct.gc.ca/				Essential data complete	Thom Kearney	1/24/2023				
GCDE:0004820	Communications Research Centre			Organizations			Government of Canada							Legacy	Thom Kearney	4/29/2022				
GCDE:0000043	Communications Security Establishment Canada (CSEC)	CSE	Science, Climate	Organizations		CSE is Canadas national cryptologic agency, providing the Government of Canada with information technology security and foreign signals intelligence.	Government of Canada	Science Based Departments & Agencies	Justice and Safety	https://www.cse-cst.gc.ca/en	Original Prototype			Legacy	Thom Kearney	1/28/2021	Centre de la sécurité des télécommunications (CSTC)		Le CST est lorganisme national de cryptologie du Canada charg de prserver, pour le gouvernement du Canada, la scurit des technologies de linformation et de recueillir du renseignement lectromagntique tranger.	https://www.cse-cst.gc.ca/fr
GCDE:0004376	Community Hazards - Burwash Destruction Bay - 25k		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/07e61e45-247e-8f23-0b5f-e24f83102d55	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0004377	Community Hazards - Dawson - 30m		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/2991f481-ba9d-e73d-4c8b-dacdecad44a6	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0004378	Community Hazards - Faro - 20k		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/97a2c129-fcd7-2926-fdb5-bfc2b63aedda	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0004379	Community Hazards - Mayo - 20k		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/9e5937ac-3d7b-4750-d09b-4d347505d31d	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0004380	Community Hazards - Old Crow - 30m		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/bade9dd5-76af-847f-a2de-a850548bd163	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0004381	Community Hazards - Pelly Crossing - 20k		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/da6298e5-8421-ae76-5558-24da98c6c188	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0004382	Community Hazards - Ross River - 12k		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/fa90fb89-7c15-c290-5990-a9f1d58bc60e	From OPEN DATA and From FGP		Yukon Government	Legacy	Thom Kearney	2/11/2022				
GCDE:0000024	Community of Federal Regulators	CFR	DataCentric , Climate, RegTech	Communities	Communities	The Community of Federal Regulators CFR is a partnership of federal departments and agencies designed to facilitate collaboration and professional development of employees involved in the regulatory process across the federal government. A forum for regulatory professionals to work together, learn from each other, exchange ideas and share best practices.	GC Interdepartmental			https://gccollab.ca/profile/Community.Of.Federal.Regulators	Original Prototype			Legacy	Thom Kearney	1/27/2021	Communauté des régulateurs fédéraux		La Communaut des rgulateurs fdraux CRF est un partenariat entre ministres et organismes fdraux, qui a pour objectif de favoriser la collaboration et le perfectionnement professionnel des employs chargs du processus de rglementation au gouvernement fdral.    Nous offrons aux professionels de la rglementation un forum où travailler ensemble, apprendre les uns des autres, et partager ides et pratiques exemplaires.	https://gccollab.ca/profile/Community.Of.Federal.Regulators
GCDE:0004383	Community Well-Being Index		Geospatial, Indigenous	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/56578f58-a775-44ea-9cc5-9bf7c78410e6	From OPEN DATA and From FGP		Crown-Indigenous Relations and Northern Affairs Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004926	Concordia University			Organizations	Learning provider	Concordia University is an Englishlanguage public research university located in Montreal, Quebec	Learning Provider			https://www.concordia.ca/				Legacy	Thom Kearney	5/4/2022	Concordia University			
GCDE:0004798	Concordia University: Data Science Diploma		DataTalent	Learning Resources	Learning provider	Part mathematician, part computer scientist and part trendspotter, the bottom line is youll be solving high value business problems with data. Graduates of our 12week program will be ready for a career as a data scientist.	Learning Provider			https://www.concordia.ca/cce/programs/data-science.html				Legacy	Thom Kearney	4/8/2022				
GCDE:0004384	Conserved areas		Climate, Geospatial	Dataset	Web Map Services	Geospatial Dataset	Government of Canada			https://maps-cartes.ec.gc.ca/arcgis/rest/services/CESI/MapServer/32	From FGP	Supports OSDP Biodiversity		Legacy	Thom Kearney	2/11/2022				
GCDE:0004935	Consolidated Report on the Evolving Role of the Chief Data Officer in the Government of Canada		DataTalent, DataPractitioner	Knowledge Sharing Product		This report presents the results from the study of the Chief Data Officer CDO role in the Government of Canada conducted by the Institute on Governance IOG. The study was developed to inform the emerging structure and governance model for the CDO function in Government of Canada departments and to provide recommendations for strengthening this function. This work took place at a critical time in the evolution of the CDO role in the Government of Canada as CDOs are leading the move to more data enabled program delivery, policy decisions, and regulatory enforcement. Indeed, data is at the core of everything that the government does.	Government of Canada			https://iog.ca/projects-initiatives/the-evolving-role-of-the-chief-data-officer/				Legacy	Thom Kearney	5/27/2022				https://iog.ca/projects-initiatives/the-evolving-role-of-the-chief-data-officer/
GCDE:0005034	Control Objectives for Information and Related Technology	COBIT	DataStewardship	Policy Instruments		High level international IMIT governance framework referenced in Directive on Service and Results 4.4.3.4	Not Applicable			https://www.isaca.org/resources/cobit	Data Stewardship Quest	Yes		Essential data complete	Thom Kearney	6/17/2022				
GCDE:0004385	Cool wave days for cool season/overwintering crops (< 5°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/1687cac6-ee13-4866-ab8a-114c2ede7b13	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
